Crack Width (sigma),Time to heal 95% (seconds)
0.025,1125500.0
0.026000000000000002,1129000.0
0.027000000000000003,1136900.0
0.028,1147200.0
0.029,1157900.0
0.030000000000000002,1167400.0
0.031,1176100.0
0.032,1184000.0
0.033,1191300.0
0.034,1198000.0
0.035,1204200.0
0.036000000000000004,1209900.0
0.037000000000000005,1215300.0
0.038000000000000006,1220300.0
0.039,1225700.0
0.04,1231200.0
