Time (seconds),Healing Percentage (%)
0.0,0.0
12500.0,3.9715774643850325e-13
25000.0,2.7990164987094516e-12
37500.0,1.1839083298595381e-11
50000.0,4.2098721122481345e-11
62500.0,1.2071704264366507e-10
75000.0,3.2222731827710566e-10
87500.0,7.937670369414486e-10
100000.0,1.8070866585688297e-09
112500.0,3.731675273262536e-09
125000.0,7.677758992780945e-09
137500.0,1.5232626031449633e-08
150000.0,2.9014964358821332e-08
162500.0,5.2802235862640844e-08
175000.0,9.25911064441095e-08
187500.0,1.5802343145033575e-07
200000.0,2.644143700749339e-07
212500.0,4.300544738741936e-07
225000.0,6.854486728611107e-07
237500.0,1.0996103310556322e-06
250000.0,1.7966359063658677e-06
262500.0,2.962265883085614e-06
275000.0,4.826778015194281e-06
287500.0,7.5993718738050095e-06
300000.0,1.1410881924941524e-05
312500.0,1.6350681937968582e-05
325000.0,2.274897642818461e-05
337500.0,3.196712792943353e-05
350000.0,4.850453216346965e-05
362500.0,8.319059451684853e-05
375000.0,0.00015907854057741158
387500.0,0.0003199039851951273
400000.0,0.000640854193188403
412500.0,0.0012431246089732865
425000.0,0.002313547212542116
437500.0,0.004126933554585632
450000.0,0.0070731827701261
462500.0,0.011689275647718123
475000.0,0.018699916889371386
487500.0,0.029057409302474045
500000.0,0.043987833662854484
512500.0,0.06504116186355137
525000.0,0.09414503544229773
537500.0,0.13366179301987946
550000.0,0.18644827623678317
562500.0,0.25591792712157035
575000.0,0.34610468660893134
587500.0,0.461728224116173
600000.0,0.6082600776393184
612500.0,0.7919903512601434
625000.0,1.0200947080694114
637500.0,1.3007015099919166
650000.0,1.6429590899332867
662500.0,2.057103297818726
675000.0,2.5545256378382977
687500.0,3.1478425084936648
700000.0,3.850966268207681
712500.0,4.67917907576687
725000.0,5.649210695700884
737500.0,6.779321713461011
750000.0,8.08939387504828
762500.0,9.60102955388841
775000.0,11.337662661133942
787500.0,13.293751518525903
800000.0,15.238172113303428
812500.0,16.686385125563422
825000.0,18.218030231433172
837500.0,19.93679097220365
850000.0,21.797112476359942
862500.0,23.31712565023231
875000.0,24.62813738815266
887500.0,26.03557216173745
900000.0,27.606621345692727
912500.0,29.356836769859594
925000.0,31.303076514825445
937500.0,33.46362371105782
950000.0,35.858315621920106
962500.0,38.50868143836039
975000.0,41.43808662322483
987500.0,44.67188091612115
1000000.0,48.23754636094014
1012500.0,52.16484123671579
1025000.0,56.48593606766761
1037500.0,61.23553979016669
1050000.0,66.45101889937503
1062500.0,72.17252161103899
1075000.0,78.44313449555817
1087500.0,85.3091218043027
1100000.0,92.61143517050442
1112500.0,98.94812744689213
1125000.0,99.90452413142576
1137500.0,100.0
1150000.0,100.0
1162500.0,100.0
1175000.0,100.0
1187500.0,100.0
1200000.0,100.0
1212500.0,100.0
1225000.0,100.0
1237500.0,100.0
1250000.0,100.0
