Time (seconds),Healing Percentage (%)
0.0,0.0
12500.0,4.440892098500626e-14
25000.0,3.9968028886505635e-13
37500.0,1.8207657603852567e-12
50000.0,7.1387340483397566e-12
62500.0,2.2515322939398175e-11
75000.0,6.189493362285248e-11
87500.0,1.588285059028749e-10
100000.0,3.8247183198336643e-10
112500.0,8.328226996923149e-10
125000.0,1.7295498366820539e-09
137500.0,3.5084712912691884e-09
150000.0,6.822076237256169e-09
162500.0,1.2677736638266879e-08
175000.0,2.2669210952841468e-08
187500.0,3.93651111707527e-08
200000.0,6.647645767188237e-08
212500.0,1.0908302039425166e-07
225000.0,1.749304923137629e-07
237500.0,2.7921904788286156e-07
250000.0,4.5226179468116356e-07
262500.0,7.440761451427136e-07
275000.0,1.2222044709631064e-06
287500.0,1.9608678347715625e-06
300000.0,3.016486904705573e-06
312500.0,4.424745958520049e-06
325000.0,6.227870508190847e-06
337500.0,8.626378722453865e-06
350000.0,1.2381067837630155e-05
362500.0,1.964463253179005e-05
375000.0,3.541618783797773e-05
387500.0,6.962527697718102e-05
400000.0,0.00014028769071972036
412500.0,0.00027754389038125993
425000.0,0.0005291899989878779
437500.0,0.0009672392305315469
450000.0,0.001696374789528221
462500.0,0.00286340418863551
475000.0,0.0046687974213810435
487500.0,0.007379760356829301
500000.0,0.01134514606779824
512500.0,0.01701127601457797
525000.0,0.02493924691039373
537500.0,0.035823510753540955
550000.0,0.050511570085287616
562500.0,0.07002463543382964
575000.0,0.09557909206758808
587500.0,0.12860862811471252
600000.0,0.17078688407208276
612500.0,0.22405050087045408
625000.0,0.2906224672897917
637500.0,0.37303569711441
650000.0,0.4741568022345155
662500.0,0.5972100691002513
675000.0,0.7458016926107813
687500.0,0.923944373172414
700000.0,1.1360824387236956
712500.0,1.387117713470043
725000.0,1.6824364182812301
737500.0,2.027937453612616
750000.0,2.4300624837320317
762500.0,2.8958283102558435
775000.0,3.432862092642164
787500.0,4.049440042367203
800000.0,4.754530284706848
812500.0,5.557840645714574
825000.0,6.469872179812719
837500.0,7.5019793022882535
850000.0,8.666437426508988
862500.0,9.97651902181661
875000.0,11.44657899650402
887500.0,13.092150259801494
900000.0,14.930050212555102
912500.0,16.978498739254533
925000.0,19.25724800093026
937500.0,21.787723932568138
950000.0,24.593178803308835
962500.0,27.698853483338816
975000.0,31.132147180595616
987500.0,34.92279141476803
1000000.0,39.10302403155194
1012500.0,43.70775843815986
1025000.0,48.774743538306545
1037500.0,54.34471202251985
1050000.0,60.46152017201549
1062500.0,67.17229306961688
1075000.0,74.52760713702796
1087500.0,82.58176859595736
1100000.0,91.16312273774732
1112500.0,98.7179908339382
1125000.0,99.87900256284593
1137500.0,100.0
1150000.0,100.0
1162500.0,100.0
1175000.0,100.0
1187500.0,100.0
1200000.0,100.0
1212500.0,100.0
1225000.0,100.0
1237500.0,100.0
1250000.0,100.0
